Days_for_shipping_(real),Days_for_shipment_(scheduled),Delivery_Status,Late_delivery_risk,Customer_City,Customer_Country,Customer_Zipcode,Latitude,Longitude,Market,Order_City,Order_Country,Order_Region,Order_State,Order_Status,Product_Name,Product_Price,Shipping_Mode,order_date,order_time,shipping_date,shipping_time,processing_time,shipment_status,order_city_latitude,order_city_longitude,distance,multiplier,approx_time,transit_time,effective_delivery_time
2,4,Advance shipping,0,Aurora,USA,80012,39.65368652,-104.8682022,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,18-01-2023,7:31:00,20-01-2023,7:31:00,2,On time,13.0825,80.275,14126.95408,1,14126.9541,4,6
2,1,Shipping canceled,0,San Diego,USA,92115,32.75856018,-117.0881882,Pacific Asia,Bangalore,India,South Asia,Karnataka,SUSPECTED_FRAUD,Perfect Fitness Perfect Rip Deck,59.99000168,First Class,22-12-2022,18:35:00,24-12-2022,18:35:00,2,On time,12.9789,77.5917,14695.46722,0.5,7347.7336,2,4
2,1,Shipping canceled,0,San Diego,USA,92115,32.75856018,-117.0881882,Pacific Asia,Bangalore,India,South Asia,Karnataka,SUSPECTED_FRAUD,Perfect Fitness Perfect Rip Deck,59.99000168,First Class,22-12-2022,18:35:00,24-12-2022,18:35:00,2,On time,12.9789,77.5917,14695.46722,0.5,7347.7336,2,4
2,1,Shipping canceled,0,San Diego,USA,92115,32.75856018,-117.0881882,Pacific Asia,Bangalore,India,South Asia,Karnataka,SUSPECTED_FRAUD,adidas Youth Germany Black/Red Away Match Soc,70,First Class,22-12-2022,18:35:00,24-12-2022,18:35:00,2,On time,12.9789,77.5917,14695.46722,0.5,7347.7336,2,4
6,2,Shipping canceled,0,Huntington Park,USA,90255,33.97095108,-118.2104034,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,SUSPECTED_FRAUD,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,11-01-2023,19:16:00,17-01-2023,19:16:00,6,Delayed,11.0167,76.9556,14762.05513,0.8,11809.6441,3,9
6,2,Shipping canceled,0,Huntington Park,USA,90255,33.97095108,-118.2104034,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,SUSPECTED_FRAUD,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class,11-01-2023,19:16:00,17-01-2023,19:16:00,6,Delayed,11.0167,76.9556,14762.05513,0.8,11809.6441,3,9
1,0,Late delivery,1,Caguas,Puerto Rico,725,18.26990891,-66.37056732,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Same Day,03-11-2022,17:26:00,04-11-2022,5:26:00,1,On time,11.65,78.15,14894.64133,0,0,1,2
1,0,Late delivery,1,Caguas,Puerto Rico,725,18.26990891,-66.37056732,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Same Day,03-11-2022,17:26:00,04-11-2022,5:26:00,1,On time,11.65,78.15,14894.64133,0,0,1,2
1,0,Late delivery,1,Caguas,Puerto Rico,725,18.26990891,-66.37056732,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Same Day,03-11-2022,17:26:00,04-11-2022,5:26:00,1,On time,11.65,78.15,14894.64133,0,0,1,2
1,0,Late delivery,1,Caguas,Puerto Rico,725,18.26990891,-66.37056732,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Same Day,03-11-2022,17:26:00,04-11-2022,5:26:00,1,On time,11.65,78.15,14894.64133,0,0,1,2
1,0,Late delivery,1,Caguas,Puerto Rico,725,18.25095177,-66.0370636,Pacific Asia,Bijapur,India,South Asia,Karnataka,PROCESSING,Rock music,260.6499939,Same Day,26-11-2024,18:08:00,27-11-2024,6:08:00,1,On time,16.83,75.71,14293.81579,0,0,1,2
2,2,Shipping canceled,0,Caguas,Puerto Rico,725,18.27466965,-66.03705597,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,CANCELED,Summer dresses,215.8200073,Second Class,29-01-2025,12:47:00,31-01-2025,12:47:00,2,On time,11.0167,76.9556,14809.75847,0.8,11847.8068,3,5
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.2447567,-66.03704834,Pacific Asia,Belgaum,India,South Asia,Karnataka,PENDING,First aid kit,293.0400085,Standard Class,21-11-2024,12:21:00,25-11-2024,12:21:00,4,Delayed,15.85,74.5,14266.7968,1,14266.7968,4,8
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.28470421,-66.03705597,Pacific Asia,Mangalore,India,South Asia,Karnataka,PENDING,First aid kit,293.0400085,Standard Class,20-11-2024,17:26:00,25-11-2024,17:26:00,5,Delayed,12.8681,74.8425,14501.13156,1,14501.1316,4,9
3,4,Advance shipping,0,Guayama,Puerto Rico,784,39.49591446,-98.98998261,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,23-02-2023,2:13:00,26-02-2023,2:13:00,3,On time,13.0825,80.275,14168.13773,1,14168.1377,4,7
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.27835655,-66.0370636,Pacific Asia,Mangalore,India,South Asia,Karnataka,PENDING,Baby sweater,59.08000183,Standard Class,19-12-2024,1:27:00,25-12-2024,1:27:00,6,Delayed,12.8681,74.8425,14501.54819,1,14501.5482,4,10
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.26501656,-66.37059784,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,25-12-2022,11:45:00,30-12-2022,11:45:00,5,Delayed,12.9789,77.5917,14753.15499,1,14753.155,4,9
3,4,Advance shipping,0,Guayama,Puerto Rico,784,39.49591446,-98.98998261,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,23-02-2023,2:13:00,26-02-2023,2:13:00,3,On time,13.0825,80.275,14168.13773,1,14168.1377,4,7
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.26501656,-66.37059784,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,25-12-2022,11:45:00,30-12-2022,11:45:00,5,Delayed,12.9789,77.5917,14753.15499,1,14753.155,4,9
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.2641449,-66.0370636,Pacific Asia,Belgaum,India,South Asia,Karnataka,PROCESSING,First aid kit,293.0400085,Standard Class,21-11-2024,11:39:00,23-11-2024,11:39:00,2,On time,15.85,74.5,14265.44647,1,14265.4465,4,6
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.20746803,-66.37057495,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,02-01-2023,12:06:00,06-01-2023,12:06:00,4,Delayed,8.5241,76.9366,15010.12334,1,15010.1233,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.20746803,-66.37057495,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,02-01-2023,12:06:00,06-01-2023,12:06:00,4,Delayed,8.5241,76.9366,15010.12334,1,15010.1233,4,8
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.26498413,-66.37059021,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,10-01-2023,14:11:00,13-01-2023,14:11:00,3,On time,13.0825,80.275,14962.53527,1,14962.5353,4,7
6,4,Shipping canceled,0,Caguas,Puerto Rico,725,18.20002556,-66.37057495,Pacific Asia,Belgaum,India,South Asia,Karnataka,SUSPECTED_FRAUD,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,12-12-2022,5:17:00,18-12-2022,5:17:00,6,Delayed,15.85,74.5,14297.32381,1,14297.3238,4,10
6,2,Late delivery,1,Caguas,Puerto Rico,725,18.29253578,-66.03705597,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Adult dog supplies,84.40000153,Second Class,09-01-2025,12:28:00,15-01-2025,12:28:00,6,Delayed,12.9789,77.5917,14723.73161,0.8,11778.9853,3,9
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.25611496,-66.03705597,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Adult dog supplies,84.40000153,Standard Class,08-01-2025,7:23:00,11-01-2025,7:23:00,3,On time,13.1147,80.1098,14921.04021,1,14921.0402,4,7
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.21966362,-66.03705597,Pacific Asia,Madurai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Adult dog supplies,84.40000153,Standard Class,29-11-2024,9:32:00,03-12-2024,9:32:00,4,Delayed,9.9252,78.1198,14988.47749,1,14988.4775,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.25943756,-66.37059784,Pacific Asia,Kochi,India,South Asia,Kerala,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,07-01-2023,10:31:00,09-01-2023,10:31:00,2,On time,9.9312,76.2673,14854.13418,1,14854.1342,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.25943756,-66.37059784,Pacific Asia,Kochi,India,South Asia,Kerala,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,07-01-2023,10:31:00,09-01-2023,10:31:00,2,On time,9.9312,76.2673,14854.13418,1,14854.1342,4,6
3,4,Advance shipping,0,Bayamon,Puerto Rico,957,18.38011932,-66.18312836,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Summer dresses,215.8200073,Standard Class,13-12-2024,2:31:00,16-12-2024,2:31:00,3,On time,13.0825,80.275,14939.21498,1,14939.215,4,7
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.29038048,-66.3706131,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,15-01-2023,18:54:00,19-01-2023,18:54:00,4,Delayed,8.175,77.4306,15071.82859,1,15071.8286,4,8
5,4,Late delivery,1,Memphis,USA,38128,35.19882584,-89.90473938,Pacific Asia,Kochi,India,South Asia,Kerala,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,07-01-2023,9:48:00,12-01-2023,9:48:00,5,Delayed,9.9312,76.2673,14790.43901,1,14790.439,4,9
5,4,Late delivery,1,Vallejo,USA,94591,38.10829163,-122.2123947,Pacific Asia,Mangalore,India,South Asia,Karnataka,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,25-02-2023,14:28:00,01-03-2023,14:28:00,5,Delayed,12.8681,74.8425,14074.75871,1,14074.7587,4,9
3,4,Advance shipping,0,Los Angeles,USA,90011,34.02759934,-118.2654419,Pacific Asia,Ambattur,India,South Asia,Tamil Nadu,COMPLETE,Hirzl Women's Soffft Flex Golf Glove,17.98999977,Standard Class,14-01-2023,11:01:00,17-01-2023,11:01:00,3,On time,13.1143,80.1548,14422.49722,1,14422.4972,4,7
2,4,Advance shipping,0,Highland,USA,92346,33.87604904,-117.8196411,Pacific Asia,Belgaum,India,South Asia,Karnataka,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,12-12-2022,5:38:00,14-12-2022,5:38:00,2,On time,15.85,74.5,14333.74906,1,14333.7491,4,6
6,4,Late delivery,1,El Cajon,USA,92021,33.88909912,-118.1274872,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,29-10-2022,1:30:00,04-11-2022,1:30:00,6,Delayed,13.0825,80.275,14440.58959,1,14440.5896,4,10
3,4,Advance shipping,0,Brooklyn,USA,11201,40.62839508,-73.94129944,Pacific Asia,Bijapur,India,South Asia,Karnataka,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,09-11-2022,0:57:00,12-11-2022,0:57:00,3,On time,16.83,75.71,12898.56794,1,12898.5679,3,6
5,4,Late delivery,1,Mesa,USA,85204,33.41001129,-111.7717972,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,08-01-2023,6:50:00,13-01-2023,6:50:00,5,Delayed,11.0167,76.9556,14989.30154,1,14989.3015,4,9
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.29078484,-66.37057495,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,15-03-2023,19:10:00,20-03-2023,19:10:00,5,Delayed,11.0167,76.9556,14837.18651,1,14837.1865,4,9
4,4,Shipping on time,0,Louisville,USA,40214,38.18265152,-85.75534821,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,15-03-2023,17:04:00,19-03-2023,17:04:00,4,Delayed,12.9789,77.5917,14067.56868,1,14067.5687,4,8
6,4,Late delivery,1,Riverside,USA,92509,34.01974869,-117.3625183,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,13-03-2023,21:59:00,19-03-2023,21:59:00,6,Delayed,13.0825,80.275,14454.95633,1,14454.9563,4,10
6,4,Late delivery,1,Riverside,USA,92509,34.01974869,-117.3625183,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,13-03-2023,21:59:00,19-03-2023,21:59:00,6,Delayed,13.0825,80.275,14454.95633,1,14454.9563,4,10
6,4,Late delivery,1,Doylestown,USA,18901,40.31143951,-75.13288879,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,11-03-2023,22:41:00,17-03-2023,22:41:00,6,Delayed,12.9789,77.5917,13455.36314,1,13455.3631,4,10
5,2,Late delivery,1,Phoenix,USA,85033,33.4926796,-112.2088623,Pacific Asia,Tumkur,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,07-03-2023,18:29:00,12-03-2023,18:29:00,5,Delayed,13.34,77.1,14714.81455,0.8,11771.8516,3,8
3,4,Advance shipping,0,Clearfield,USA,84015,41.09803391,-111.9948654,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,07-03-2023,0:16:00,10-03-2023,0:16:00,3,On time,13.0825,80.275,13859.7067,1,13859.7067,4,7
4,4,Shipping on time,0,Algonquin,USA,60102,42.17570114,-88.36767578,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,01-03-2023,20:15:00,05-03-2023,20:15:00,4,Delayed,13.0825,80.275,13761.70283,1,13761.7028,4,8
2,1,Shipping canceled,0,Strongsville,USA,44136,41.30748749,-81.83231354,Pacific Asia,Ambattur,India,South Asia,Tamil Nadu,CANCELED,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,27-02-2023,6:46:00,29-02-2023,6:46:00,2,On time,13.1143,80.1548,13686.98905,0.5,6843.4945,2,4
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.22817802,-66.3705368,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,25-02-2023,2:54:00,27-02-2023,2:54:00,2,On time,12.9789,77.5917,14755.71359,1,14755.7136,4,6
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.26872444,-66.37051392,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,24-02-2023,11:30:00,27-02-2023,11:30:00,3,On time,13.0825,80.275,14962.25489,1,14962.2549,4,7
5,2,Late delivery,1,New Braunfels,USA,78130,29.69708443,-98.12406158,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,13-02-2023,6:26:00,18-02-2023,6:26:00,5,Delayed,11.0167,76.9556,15457.31624,0.8,12365.853,3,8
3,4,Advance shipping,0,Poway,USA,92064,32.95650864,-117.0242767,Pacific Asia,Mangalore,India,South Asia,Karnataka,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,07-02-2023,4:20:00,10-02-2023,4:20:00,3,On time,12.8681,74.8425,14766.1099,1,14766.1099,4,7
2,2,Shipping on time,0,Caguas,Puerto Rico,725,18.29172134,-66.37058258,Pacific Asia,Shimoga,India,South Asia,Karnataka,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,30-01-2023,17:18:00,01-02-2023,17:18:00,2,On time,13.9333,75.5667,14515.4259,0.8,11612.3407,3,5
1,0,Late delivery,1,Caguas,Puerto Rico,725,18.20697975,-66.37062073,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Same Day,29-01-2023,21:20:00,30-01-2023,9:20:00,1,On time,13.0825,80.275,14966.78997,0,0,1,2
2,1,Late delivery,1,Bellingham,USA,98226,48.77095795,-122.4511185,Pacific Asia,Bangalore,India,South Asia,Karnataka,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,16-01-2023,12:04:00,18-01-2023,12:04:00,2,On time,12.9789,77.5917,12870.67737,0.5,6435.3387,2,4
4,2,Late delivery,1,Caguas,Puerto Rico,725,18.26159096,-66.37058258,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,12-01-2023,10:20:00,16-01-2023,10:20:00,4,Delayed,12.9789,77.5917,14753.39219,0.8,11802.7138,3,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.26498413,-66.37059021,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,10-01-2023,14:11:00,13-01-2023,14:11:00,3,On time,13.0825,80.275,14962.53527,1,14962.5353,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.26498413,-66.37059021,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,10-01-2023,14:11:00,13-01-2023,14:11:00,3,On time,13.0825,80.275,14962.53527,1,14962.5353,4,7
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.24813652,-66.37062836,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,08-01-2023,6:29:00,12-01-2023,6:29:00,4,Delayed,11.0167,76.9556,14839.98842,1,14839.9884,4,8
4,4,Shipping canceled,0,Bridgeton,USA,8302,39.42603684,-75.23985291,Pacific Asia,Kochi,India,South Asia,Kerala,CANCELED,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,07-01-2023,9:27:00,11-01-2023,9:27:00,4,Delayed,9.9312,76.2673,13788.08382,1,13788.0838,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.29942322,-66.3705368,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,06-01-2023,9:59:00,08-01-2023,9:59:00,2,On time,13.0825,80.275,14960.00461,1,14960.0046,4,6
2,1,Late delivery,1,Roseville,USA,48066,41.86886215,-84.57365418,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,02-01-2023,15:15:00,04-01-2023,15:15:00,2,On time,11.1085,77.3411,13840.85798,0.5,6920.429,2,4
2,1,Late delivery,1,Fairfield,USA,94533,38.25131607,-122.0456543,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,02-01-2023,14:33:00,04-01-2023,14:33:00,2,On time,11.1085,77.3411,14168.14149,0.5,7084.0707,2,4
2,1,Late delivery,1,Aurora,USA,80010,39.71852112,-104.8660431,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,02-01-2023,13:51:00,04-01-2023,13:51:00,2,On time,11.1085,77.3411,14358.77951,0.5,7179.3898,2,4
2,1,Late delivery,1,Aurora,USA,80010,39.71852112,-104.8660431,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,02-01-2023,13:51:00,04-01-2023,13:51:00,2,On time,11.1085,77.3411,14358.77951,0.5,7179.3898,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.29301071,-66.37052155,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,02-01-2023,13:09:00,04-01-2023,13:09:00,2,On time,11.1085,77.3411,14863.40158,0.5,7431.7008,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.28384781,-66.37060547,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,02-01-2023,12:48:00,04-01-2023,12:48:00,2,On time,8.5241,76.9366,15005.45572,0.5,7502.7279,2,4
4,2,Late delivery,1,Brooklyn,USA,11229,40.6377182,-73.94229889,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,02-01-2023,10:20:00,06-01-2023,10:20:00,4,Delayed,13.0825,80.275,13477.71708,0.8,10782.1737,3,7
2,1,Late delivery,1,Philadelphia,USA,19140,40.00958252,-75.15264893,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,28-12-2022,20:20:00,30-12-2022,20:20:00,2,On time,13.0825,80.275,13588.69157,0.5,6794.3458,2,4
4,4,Shipping on time,0,Strongsville,USA,44136,41.3469696,-81.82631683,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,25-12-2022,11:24:00,29-12-2022,11:24:00,4,Delayed,12.9789,77.5917,13615.19005,1,13615.1901,4,8
6,4,Late delivery,1,Fort Lauderdale,USA,33324,26.0984993,-80.27095032,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,22-12-2022,19:17:00,28-12-2022,19:17:00,6,Delayed,12.9789,77.5917,15053.61333,1,15053.6133,4,10
6,4,Shipping canceled,0,West Covina,USA,91790,34.07167816,-117.9440765,Pacific Asia,Hubli,India,South Asia,Karnataka,SUSPECTED_FRAUD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,19-12-2022,10:43:00,25-12-2022,10:43:00,6,Delayed,15.3502,75.1376,14347.70467,1,14347.7047,4,10
6,4,Shipping canceled,0,West Covina,USA,91790,34.07167816,-117.9440765,Pacific Asia,Hubli,India,South Asia,Karnataka,SUSPECTED_FRAUD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,19-12-2022,10:43:00,25-12-2022,10:43:00,6,Delayed,15.355,75.1362,14347.22294,1,14347.2229,4,10
0,0,Shipping on time,0,Caguas,Puerto Rico,725,18.2719574,-66.37052918,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Same Day,18-12-2022,0:23:00,18-12-2022,12:23:00,0,On time,12.9789,77.5917,14752.66616,0,0,1,1
0,0,Shipping on time,0,Caguas,Puerto Rico,725,18.2719574,-66.37052918,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Same Day,18-12-2022,0:23:00,18-12-2022,12:23:00,0,On time,12.9789,77.5917,14752.66616,0,0,1,1
2,2,Shipping on time,0,North Hollywood,USA,91605,32.90361786,-117.0988388,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,17-12-2022,1:15:00,19-12-2022,1:15:00,2,On time,13.0825,80.275,14578.89761,0.8,11663.1181,3,5
5,2,Late delivery,1,Hampton,USA,23666,38.8540535,-77.28582764,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,15-12-2022,1:15:00,20-12-2022,1:15:00,5,Delayed,12.9789,77.5917,13688.61842,0.8,10950.8947,3,8
5,4,Late delivery,1,Lompoc,USA,93436,34.58764267,-120.4081879,Pacific Asia,Belgaum,India,South Asia,Karnataka,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,12-12-2022,4:56:00,17-12-2022,4:56:00,5,Delayed,15.85,74.5,14189.3943,1,14189.3943,4,9
2,1,Late delivery,1,Bayamon,Puerto Rico,957,18.38011932,-66.18312836,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,08-12-2022,10:33:00,10-12-2022,10:33:00,2,On time,15.3502,75.1376,14357.3715,0.5,7178.6858,2,4
